Imports Successful!
Net Init Complete.
RecordIter Setup Done.
<class 'mxnet.io.io.MXDataIter'>
<class 'mxnet.io.io.MXDataIter'>
Creating Data Loaders
<class '__main__.DataIterLoader'>
<class '__main__.DataIterLoader'>
Training Loop Started:
Epoch[0] Batch [49]:	Speed: 234.660207 samples/sec	top1-err=0.998437	top5-err=0.992500	train_loss=23616.823334
Epoch[1] Batch [9549]:	Speed: 318.121158 samples/sec	top1-err=0.801320	top5-err=0.583817	train_loss=2491405.656403
Epoch[1] Batch [9599]:	Speed: 317.642076 samples/sec	top1-err=0.801217	top5-err=0.583587	train_loss=2503825.224121
Epoch[1] Batch [9649]:	Speed: 317.881143 samples/sec	top1-err=0.801099	top5-err=0.583423	train_loss=2516322.394791
Epoch[1] Batch [9699]:	Speed: 317.098247 samples/sec	top1-err=0.800944	top5-err=0.583244	train_loss=2528760.618073
Epoch[1] Batch [9749]:	Speed: 318.577382 samples/sec	top1-err=0.800744	top5-err=0.583101	train_loss=2541282.089371
Epoch[1] Batch [9799]:	Speed: 318.101442 samples/sec	top1-err=0.800644	top5-err=0.583007	train_loss=2553872.141922
Epoch[1] Batch [9849]:	Speed: 318.197263 samples/sec	top1-err=0.800531	top5-err=0.582806	train_loss=2566237.394119
Epoch[1] Batch [9899]:	Speed: 317.650255 samples/sec	top1-err=0.800407	top5-err=0.582626	train_loss=2578649.760681
Epoch[1] Batch [9949]:	Speed: 317.398872 samples/sec	top1-err=0.800306	top5-err=0.582498	train_loss=2591249.726395
Epoch[1] Batch [9999]:	Speed: 317.135620 samples/sec	top1-err=0.800183	top5-err=0.582381	train_loss=2603857.800461
Epoch[1] Batch [10049]:	Speed: 317.736996 samples/sec	top1-err=0.800101	top5-err=0.582282	train_loss=2616463.555984
Epoch[1] Batch [10099]:	Speed: 317.670464 samples/sec	top1-err=0.799944	top5-err=0.582133	train_loss=2629024.786102
Epoch[1] Batch [10149]:	Speed: 318.011691 samples/sec	top1-err=0.799854	top5-err=0.582001	train_loss=2641461.344849
Epoch[1] Batch [10199]:	Speed: 317.604020 samples/sec	top1-err=0.799807	top5-err=0.581901	train_loss=2653986.441345
Epoch[1] Batch [10249]:	Speed: 317.225372 samples/sec	top1-err=0.799718	top5-err=0.581736	train_loss=2666487.978958
Epoch[1] Batch [10299]:	Speed: 317.685916 samples/sec	top1-err=0.799619	top5-err=0.581581	train_loss=2678973.732742
Epoch[1] Batch [10349]:	Speed: 318.078819 samples/sec	top1-err=0.799494	top5-err=0.581333	train_loss=2691320.772888
Epoch[1] Batch [10399]:	Speed: 317.214320 samples/sec	top1-err=0.799360	top5-err=0.581086	train_loss=2703580.383667
Epoch[1] Batch [10449]:	Speed: 317.828842 samples/sec	top1-err=0.799300	top5-err=0.580939	train_loss=2716033.188431
Epoch[1] Batch [10499]:	Speed: 317.371553 samples/sec	top1-err=0.799192	top5-err=0.580750	train_loss=2728511.450577
Epoch[1] Batch [10549]:	Speed: 317.410544 samples/sec	top1-err=0.799104	top5-err=0.580576	train_loss=2740912.728424
Epoch[1] Batch [10599]:	Speed: 317.748460 samples/sec	top1-err=0.799006	top5-err=0.580483	train_loss=2753546.445145
Epoch[1] Batch [10649]:	Speed: 317.710702 samples/sec	top1-err=0.798910	top5-err=0.580324	train_loss=2766070.261108
Epoch[1] Batch [10699]:	Speed: 292.614949 samples/sec	top1-err=0.798765	top5-err=0.580161	train_loss=2778393.368301
Epoch[1] Batch [10749]:	Speed: 316.512413 samples/sec	top1-err=0.798670	top5-err=0.580025	train_loss=2790879.469009
Epoch[1] Batch [10799]:	Speed: 317.419102 samples/sec	top1-err=0.798576	top5-err=0.579939	train_loss=2803444.485397
Epoch[1] Batch [10849]:	Speed: 316.392221 samples/sec	top1-err=0.798491	top5-err=0.579772	train_loss=2815851.335220
Epoch[1] Batch [10899]:	Speed: 318.978779 samples/sec	top1-err=0.798323	top5-err=0.579573	train_loss=2828084.796097
Epoch[1] Batch [10949]:	Speed: 318.024705 samples/sec	top1-err=0.798201	top5-err=0.579414	train_loss=2840413.119980
Epoch[1] Batch [10999]:	Speed: 317.539467 samples/sec	top1-err=0.798131	top5-err=0.579320	train_loss=2853001.731644
Epoch[1] Batch [11049]:	Speed: 318.469959 samples/sec	top1-err=0.798022	top5-err=0.579169	train_loss=2865273.322968
Epoch[1] Batch [11099]:	Speed: 318.252689 samples/sec	top1-err=0.797927	top5-err=0.579037	train_loss=2877739.705215
Epoch[1] Batch [11149]:	Speed: 317.995417 samples/sec	top1-err=0.797885	top5-err=0.578970	train_loss=2890401.245422
Epoch[1] Batch [11199]:	Speed: 318.014660 samples/sec	top1-err=0.797842	top5-err=0.578820	train_loss=2902943.729935
Epoch[1] Batch [11249]:	Speed: 317.309878 samples/sec	top1-err=0.797690	top5-err=0.578663	train_loss=2915305.630890
Epoch[1] Batch [11299]:	Speed: 318.270846 samples/sec	top1-err=0.797548	top5-err=0.578493	train_loss=2927704.459579
Epoch[1] Batch [11349]:	Speed: 317.722051 samples/sec	top1-err=0.797467	top5-err=0.578341	train_loss=2940151.027771
Epoch[1] Batch [11399]:	Speed: 317.246584 samples/sec	top1-err=0.797315	top5-err=0.578178	train_loss=2952577.286331
Epoch[1] Batch [11449]:	Speed: 318.622714 samples/sec	top1-err=0.797197	top5-err=0.578079	train_loss=2965043.647980
Epoch[1] Batch [11499]:	Speed: 317.123556 samples/sec	top1-err=0.797003	top5-err=0.577840	train_loss=2977186.806961
Epoch[1] Batch [11549]:	Speed: 317.663216 samples/sec	top1-err=0.796907	top5-err=0.577649	train_loss=2989493.444229
Epoch[1] Batch [11599]:	Speed: 317.662314 samples/sec	top1-err=0.796816	top5-err=0.577465	train_loss=3001731.619843
Epoch[1] Batch [11649]:	Speed: 317.892948 samples/sec	top1-err=0.796722	top5-err=0.577327	train_loss=3014310.081116
Epoch[1] Batch [11699]:	Speed: 317.759819 samples/sec	top1-err=0.796635	top5-err=0.577204	train_loss=3026784.874588
Epoch[1] Batch [11749]:	Speed: 317.377407 samples/sec	top1-err=0.796528	top5-err=0.577037	train_loss=3039157.606644
Epoch[1] Batch [11799]:	Speed: 317.771932 samples/sec	top1-err=0.796410	top5-err=0.576872	train_loss=3051528.569885
Epoch[1] Batch [11849]:	Speed: 317.761858 samples/sec	top1-err=0.796296	top5-err=0.576704	train_loss=3063836.943192
Epoch[1] Batch [11899]:	Speed: 317.506566 samples/sec	top1-err=0.796186	top5-err=0.576543	train_loss=3076147.577454
Epoch[1] Batch [11949]:	Speed: 318.164323 samples/sec	top1-err=0.796107	top5-err=0.576425	train_loss=3088593.583176
Epoch[1] Batch [11999]:	Speed: 317.811262 samples/sec	top1-err=0.795951	top5-err=0.576236	train_loss=3100923.134048
Epoch[1] Batch [12049]:	Speed: 318.032361 samples/sec	top1-err=0.795862	top5-err=0.576071	train_loss=3113245.347504
Epoch[1] Batch [12099]:	Speed: 317.461078 samples/sec	top1-err=0.795776	top5-err=0.575896	train_loss=3125474.154343
Epoch[1] Batch [12149]:	Speed: 318.259141 samples/sec	top1-err=0.795689	top5-err=0.575799	train_loss=3137839.108826
Epoch[1] Batch [12199]:	Speed: 317.241470 samples/sec	top1-err=0.795556	top5-err=0.575625	train_loss=3150127.155304
Epoch[1] Batch [12249]:	Speed: 317.873931 samples/sec	top1-err=0.795476	top5-err=0.575514	train_loss=3162631.118103
Epoch[1] Batch [12299]:	Speed: 316.901077 samples/sec	top1-err=0.795390	top5-err=0.575372	train_loss=3174981.590012
Epoch[1] Batch [12349]:	Speed: 317.272734 samples/sec	top1-err=0.795240	top5-err=0.575214	train_loss=3187255.657806
Epoch[1] Batch [12399]:	Speed: 317.262857 samples/sec	top1-err=0.795120	top5-err=0.575043	train_loss=3199492.016785
Epoch[1] Batch [12449]:	Speed: 317.651924 samples/sec	top1-err=0.795011	top5-err=0.574915	train_loss=3211802.734604
Epoch[1] Batch [12499]:	Speed: 317.418104 samples/sec	top1-err=0.794899	top5-err=0.574716	train_loss=3224159.973755
Epoch[1] Batch [12549]:	Speed: 317.498274 samples/sec	top1-err=0.794766	top5-err=0.574563	train_loss=3236413.798264
Epoch[1] Batch [12599]:	Speed: 317.268054 samples/sec	top1-err=0.794684	top5-err=0.574461	train_loss=3248962.284180
Epoch[1] Batch [12649]:	Speed: 317.873998 samples/sec	top1-err=0.794576	top5-err=0.574306	train_loss=3261257.871780
Epoch[1] Batch [12699]:	Speed: 317.124965 samples/sec	top1-err=0.794489	top5-err=0.574130	train_loss=3273561.940125
Epoch[1] Batch [12749]:	Speed: 316.623105 samples/sec	top1-err=0.794379	top5-err=0.573978	train_loss=3285857.062225
Epoch[1] Batch [12799]:	Speed: 318.839346 samples/sec	top1-err=0.794335	top5-err=0.573785	train_loss=3298123.763153
Epoch[1] Batch [12849]:	Speed: 319.697933 samples/sec	top1-err=0.794201	top5-err=0.573628	train_loss=3310287.950363
Epoch[1] Batch [12899]:	Speed: 319.822479 samples/sec	top1-err=0.794125	top5-err=0.573454	train_loss=3322507.891403
Epoch[1] Batch [12949]:	Speed: 319.123873 samples/sec	top1-err=0.794049	top5-err=0.573302	train_loss=3334864.483658
Epoch[1] Batch [12999]:	Speed: 317.716681 samples/sec	top1-err=0.794014	top5-err=0.573232	train_loss=3347404.287384
Epoch[1] Batch [13049]:	Speed: 320.015923 samples/sec	top1-err=0.793897	top5-err=0.573046	train_loss=3359471.239975
Epoch[1] Batch [13099]:	Speed: 319.734710 samples/sec	top1-err=0.793783	top5-err=0.572901	train_loss=3371768.861755
Epoch[1] Batch [13149]:	Speed: 319.071807 samples/sec	top1-err=0.793718	top5-err=0.572837	train_loss=3384336.521790
Epoch[1] Batch [13199]:	Speed: 319.463935 samples/sec	top1-err=0.793648	top5-err=0.572771	train_loss=3396762.836563
Epoch[1] Batch [13249]:	Speed: 319.559993 samples/sec	top1-err=0.793533	top5-err=0.572624	train_loss=3408924.355545
Epoch[1] Batch [13299]:	Speed: 319.692267 samples/sec	top1-err=0.793482	top5-err=0.572528	train_loss=3421385.178757
Epoch[1] Batch [13349]:	Speed: 319.968211 samples/sec	top1-err=0.793393	top5-err=0.572389	train_loss=3433601.005646
Epoch[1] Batch [13399]:	Speed: 319.058041 samples/sec	top1-err=0.793277	top5-err=0.572278	train_loss=3445788.914062
Epoch[1] Batch [13449]:	Speed: 319.092448 samples/sec	top1-err=0.793154	top5-err=0.572149	train_loss=3457997.271469
Epoch[1] Batch [13499]:	Speed: 319.462460 samples/sec	top1-err=0.793043	top5-err=0.571985	train_loss=3470203.215134
Epoch[1] Batch [13549]:	Speed: 320.255323 samples/sec	top1-err=0.792973	top5-err=0.571878	train_loss=3482588.533310
Epoch[1] Batch [13599]:	Speed: 319.533160 samples/sec	top1-err=0.792926	top5-err=0.571803	train_loss=3495072.559753
Epoch[1] Batch [13649]:	Speed: 319.787540 samples/sec	top1-err=0.792827	top5-err=0.571701	train_loss=3507370.603683
Epoch[1] Batch [13699]:	Speed: 319.288823 samples/sec	top1-err=0.792698	top5-err=0.571521	train_loss=3519441.620575
Epoch[1] Batch [13749]:	Speed: 318.809454 samples/sec	top1-err=0.792589	top5-err=0.571307	train_loss=3531456.972855
Epoch[1] Batch [13799]:	Speed: 294.097298 samples/sec	top1-err=0.792491	top5-err=0.571172	train_loss=3543747.114639
Epoch[1] Batch [13849]:	Speed: 293.715618 samples/sec	top1-err=0.792350	top5-err=0.571044	train_loss=3555945.808899
Epoch[1] Batch [13899]:	Speed: 317.826938 samples/sec	top1-err=0.792207	top5-err=0.570898	train_loss=3568169.575638
Epoch[1] Batch [13949]:	Speed: 319.334866 samples/sec	top1-err=0.792148	top5-err=0.570800	train_loss=3580506.475830
Epoch[1] Batch [13999]:	Speed: 319.909930 samples/sec	top1-err=0.792049	top5-err=0.570622	train_loss=3592490.725464
Epoch[1] Batch [14049]:	Speed: 320.218739 samples/sec	top1-err=0.791981	top5-err=0.570506	train_loss=3604808.693924
Epoch[1] Batch [14099]:	Speed: 319.980012 samples/sec	top1-err=0.791865	top5-err=0.570342	train_loss=3616821.378647
Epoch[1] Batch [14149]:	Speed: 320.294407 samples/sec	top1-err=0.791801	top5-err=0.570219	train_loss=3628974.674026
Epoch[1] Batch [14199]:	Speed: 319.599105 samples/sec	top1-err=0.791711	top5-err=0.570044	train_loss=3641156.149902
Epoch[1] Batch [14249]:	Speed: 320.092640 samples/sec	top1-err=0.791602	top5-err=0.569908	train_loss=3653334.309570
Epoch[1] Batch [14299]:	Speed: 320.129806 samples/sec	top1-err=0.791502	top5-err=0.569744	train_loss=3665462.725708
Epoch[1] Batch [14349]:	Speed: 320.150248 samples/sec	top1-err=0.791401	top5-err=0.569644	train_loss=3677652.569778
Epoch[1] Batch [14399]:	Speed: 319.799252 samples/sec	top1-err=0.791356	top5-err=0.569548	train_loss=3689954.924133
Epoch[1] Batch [14449]:	Speed: 319.617165 samples/sec	top1-err=0.791258	top5-err=0.569397	train_loss=3702010.787857
Epoch[1] Batch [14499]:	Speed: 319.541490 samples/sec	top1-err=0.791166	top5-err=0.569305	train_loss=3714237.791138
Epoch[1] Batch [14549]:	Speed: 319.617287 samples/sec	top1-err=0.791058	top5-err=0.569162	train_loss=3726215.579056
Epoch[1] Batch [14599]:	Speed: 320.074503 samples/sec	top1-err=0.790967	top5-err=0.569027	train_loss=3738464.828995
Epoch[1] Batch [14649]:	Speed: 319.782718 samples/sec	top1-err=0.790863	top5-err=0.568872	train_loss=3750521.685013
Epoch[1] Batch [14699]:	Speed: 319.460673 samples/sec	top1-err=0.790796	top5-err=0.568743	train_loss=3762814.818436
Epoch[1] Batch [14749]:	Speed: 319.707040 samples/sec	top1-err=0.790702	top5-err=0.568641	train_loss=3775138.351105
Epoch[1] Batch [14799]:	Speed: 320.213414 samples/sec	top1-err=0.790519	top5-err=0.568453	train_loss=3787022.453842
Epoch[1] Batch [14849]:	Speed: 319.164427 samples/sec	top1-err=0.790408	top5-err=0.568266	train_loss=3798979.008560
Epoch[1] Batch [14899]:	Speed: 319.333195 samples/sec	top1-err=0.790293	top5-err=0.568107	train_loss=3811008.273575
Epoch[1] Batch [14949]:	Speed: 320.059223 samples/sec	top1-err=0.790185	top5-err=0.567927	train_loss=3823068.637207
Epoch[1] Batch [14999]:	Speed: 319.711724 samples/sec	top1-err=0.790097	top5-err=0.567806	train_loss=3835239.968903
Epoch[1] Batch [15049]:	Speed: 319.380930 samples/sec	top1-err=0.789996	top5-err=0.567668	train_loss=3847236.659668
Epoch[1] Batch [15099]:	Speed: 319.570569 samples/sec	top1-err=0.789891	top5-err=0.567547	train_loss=3859391.195480
Epoch[1] Batch [15149]:	Speed: 319.778245 samples/sec	top1-err=0.789834	top5-err=0.567440	train_loss=3871480.188782
Epoch[1] Batch [15199]:	Speed: 318.602890 samples/sec	top1-err=0.789773	top5-err=0.567318	train_loss=3883631.041534
Epoch[1] Batch [15249]:	Speed: 319.963139 samples/sec	top1-err=0.789659	top5-err=0.567126	train_loss=3895680.203125
Epoch[1] Batch [15299]:	Speed: 319.498392 samples/sec	top1-err=0.789532	top5-err=0.566965	train_loss=3907713.195480
Epoch[1] Batch [15349]:	Speed: 318.993585 samples/sec	top1-err=0.789480	top5-err=0.566826	train_loss=3919950.302460
Epoch[1] Batch [15399]:	Speed: 319.155198 samples/sec	top1-err=0.789384	top5-err=0.566688	train_loss=3932047.353317
Epoch[1] Batch [15449]:	Speed: 319.248580 samples/sec	top1-err=0.789254	top5-err=0.566523	train_loss=3944027.639572
Epoch[1] Batch [15499]:	Speed: 318.796346 samples/sec	top1-err=0.789170	top5-err=0.566402	train_loss=3956090.930481
Epoch[1] Batch [15549]:	Speed: 319.139489 samples/sec	top1-err=0.789065	top5-err=0.566273	train_loss=3968189.685684
Epoch[1] Batch [15599]:	Speed: 319.072884 samples/sec	top1-err=0.788969	top5-err=0.566131	train_loss=3980343.450653
Epoch[1] Batch [15649]:	Speed: 319.478109 samples/sec	top1-err=0.788830	top5-err=0.566016	train_loss=3992404.485916
Epoch[1] Batch [15699]:	Speed: 319.259310 samples/sec	top1-err=0.788732	top5-err=0.565920	train_loss=4004729.224213
Epoch[1] Batch [15749]:	Speed: 318.971669 samples/sec	top1-err=0.788666	top5-err=0.565780	train_loss=4016763.366058
Epoch[1] Batch [15799]:	Speed: 318.937022 samples/sec	top1-err=0.788553	top5-err=0.565638	train_loss=4028739.047165
Epoch[1] Batch [15849]:	Speed: 319.253667 samples/sec	top1-err=0.788495	top5-err=0.565550	train_loss=4040997.460815
Epoch[1] Batch [15899]:	Speed: 318.985390 samples/sec	top1-err=0.788437	top5-err=0.565445	train_loss=4053245.599213
Epoch[1] Batch [15949]:	Speed: 319.587371 samples/sec	top1-err=0.788357	top5-err=0.565346	train_loss=4065188.719208
Epoch[1] Batch [15999]:	Speed: 319.674274 samples/sec	top1-err=0.788248	top5-err=0.565208	train_loss=4077152.710907
Epoch[1] Batch [16049]:	Speed: 319.592781 samples/sec	top1-err=0.788161	top5-err=0.565088	train_loss=4089362.941635
Epoch[1] Batch [16099]:	Speed: 319.454910 samples/sec	top1-err=0.788075	top5-err=0.564963	train_loss=4101372.597153
Epoch[1] Batch [16149]:	Speed: 319.459320 samples/sec	top1-err=0.788021	top5-err=0.564895	train_loss=4113811.851196
Epoch[1] Batch [16199]:	Speed: 318.857934 samples/sec	top1-err=0.787908	top5-err=0.564682	train_loss=4125618.891769
Epoch[1] Batch [16249]:	Speed: 319.374144 samples/sec	top1-err=0.787801	top5-err=0.564537	train_loss=4137653.505386
Epoch[1] Batch [16299]:	Speed: 319.825497 samples/sec	top1-err=0.787686	top5-err=0.564398	train_loss=4149689.747177
Epoch[1] Batch [16349]:	Speed: 319.956442 samples/sec	top1-err=0.787584	top5-err=0.564271	train_loss=4161694.814117
Epoch[1] Batch [16399]:	Speed: 319.925577 samples/sec	top1-err=0.787464	top5-err=0.564118	train_loss=4173635.130600
Epoch[1] Batch [16449]:	Speed: 319.653916 samples/sec	top1-err=0.787389	top5-err=0.563994	train_loss=4185667.668854
Epoch[1] Batch [16499]:	Speed: 319.761401 samples/sec	top1-err=0.787278	top5-err=0.563869	train_loss=4197704.444077
Epoch[1] Batch [16549]:	Speed: 320.005165 samples/sec	top1-err=0.787139	top5-err=0.563711	train_loss=4209573.190323
Epoch[1] Batch [16599]:	Speed: 319.157626 samples/sec	top1-err=0.787068	top5-err=0.563590	train_loss=4221570.753357
Epoch[1] Batch [16649]:	Speed: 319.652417 samples/sec	top1-err=0.787004	top5-err=0.563505	train_loss=4233861.217072
Epoch[1] Batch [16699]:	Speed: 319.872785 samples/sec	top1-err=0.786898	top5-err=0.563356	train_loss=4245728.061157
Epoch[1] Batch [16749]:	Speed: 319.586260 samples/sec	top1-err=0.786828	top5-err=0.563221	train_loss=4257701.441299
Epoch[1] Batch [16799]:	Speed: 320.182676 samples/sec	top1-err=0.786789	top5-err=0.563124	train_loss=4269871.938156
Epoch[1] Batch [16849]:	Speed: 319.707771 samples/sec	top1-err=0.786728	top5-err=0.563001	train_loss=4281911.480011
Epoch[1] Batch [16899]:	Speed: 319.498689 samples/sec	top1-err=0.786602	top5-err=0.562864	train_loss=4293905.504379
Epoch[1] Batch [16949]:	Speed: 320.142077 samples/sec	top1-err=0.786476	top5-err=0.562719	train_loss=4305786.145370
Epoch[1] Batch [16999]:	Speed: 319.862646 samples/sec	top1-err=0.786419	top5-err=0.562609	train_loss=4317847.775848
Epoch[1] Batch [17049]:	Speed: 319.970584 samples/sec	top1-err=0.786348	top5-err=0.562491	train_loss=4329843.579498
Epoch[1] Batch [17099]:	Speed: 319.716270 samples/sec	top1-err=0.786268	top5-err=0.562378	train_loss=4341859.231186
Epoch[1] Batch [17149]:	Speed: 319.275083 samples/sec	top1-err=0.786150	top5-err=0.562233	train_loss=4353858.628159
Epoch[1] Batch [17199]:	Speed: 319.335011 samples/sec	top1-err=0.786081	top5-err=0.562118	train_loss=4365880.176834
Epoch[1] Batch [17249]:	Speed: 319.564946 samples/sec	top1-err=0.785979	top5-err=0.562033	train_loss=4378003.883347
Epoch[1] Batch [17299]:	Speed: 319.968372 samples/sec	top1-err=0.785930	top5-err=0.561962	train_loss=4390221.856323
Epoch[1] Batch [17349]:	Speed: 320.015443 samples/sec	top1-err=0.785851	top5-err=0.561843	train_loss=4402116.604767
Epoch[1] Batch [17399]:	Speed: 318.445946 samples/sec	top1-err=0.785753	top5-err=0.561714	train_loss=4413845.171112
Epoch[1] Batch [17449]:	Speed: 319.245793 samples/sec	top1-err=0.785665	top5-err=0.561580	train_loss=4425830.681412
Epoch[1] Batch [17499]:	Speed: 319.966686 samples/sec	top1-err=0.785621	top5-err=0.561487	train_loss=4437871.256439
Epoch[1] Batch [17549]:	Speed: 319.759352 samples/sec	top1-err=0.785560	top5-err=0.561355	train_loss=4449728.222672
Epoch[1] Batch [17599]:	Speed: 319.629899 samples/sec	top1-err=0.785440	top5-err=0.561226	train_loss=4461581.943344
Epoch[1] Batch [17649]:	Speed: 320.219114 samples/sec	top1-err=0.785339	top5-err=0.561089	train_loss=4473499.165695
Epoch[1] Batch [17699]:	Speed: 319.698770 samples/sec	top1-err=0.785219	top5-err=0.560929	train_loss=4485321.896759
Epoch[1] Batch [17749]:	Speed: 319.854116 samples/sec	top1-err=0.785155	top5-err=0.560795	train_loss=4497077.102249
Epoch[1] Batch [17799]:	Speed: 320.289675 samples/sec	top1-err=0.785089	top5-err=0.560686	train_loss=4509047.263382
Epoch[1] Batch [17849]:	Speed: 319.688642 samples/sec	top1-err=0.785038	top5-err=0.560594	train_loss=4521124.858154
Epoch[1] Batch [17899]:	Speed: 319.168973 samples/sec	top1-err=0.784923	top5-err=0.560456	train_loss=4532897.346985
Epoch[1] Batch [17949]:	Speed: 318.812475 samples/sec	top1-err=0.784836	top5-err=0.560345	train_loss=4544812.592743
Epoch[1] Batch [17999]:	Speed: 318.470020 samples/sec	top1-err=0.784701	top5-err=0.560158	train_loss=4556538.776260
Epoch[1] Batch [18049]:	Speed: 320.342323 samples/sec	top1-err=0.784587	top5-err=0.560039	train_loss=4568450.032684
Epoch[1] Batch [18099]:	Speed: 319.998077 samples/sec	top1-err=0.784473	top5-err=0.559903	train_loss=4580361.859085
Epoch[1] Batch [18149]:	Speed: 319.720810 samples/sec	top1-err=0.784403	top5-err=0.559793	train_loss=4592425.919922
Epoch[1] Batch [18199]:	Speed: 319.658956 samples/sec	top1-err=0.784302	top5-err=0.559700	train_loss=4604362.342529
Epoch[1] Batch [18249]:	Speed: 319.416220 samples/sec	top1-err=0.784231	top5-err=0.559593	train_loss=4616425.686508
Epoch[1] Batch [18299]:	Speed: 320.259640 samples/sec	top1-err=0.784156	top5-err=0.559503	train_loss=4628401.202805
Epoch[1] Batch [18349]:	Speed: 319.184738 samples/sec	top1-err=0.784061	top5-err=0.559359	train_loss=4640277.021759
Epoch[1] Batch [18399]:	Speed: 320.106916 samples/sec	top1-err=0.783922	top5-err=0.559213	train_loss=4651957.338913
Epoch[1] Batch [18449]:	Speed: 319.785788 samples/sec	top1-err=0.783858	top5-err=0.559082	train_loss=4663866.806015
Epoch[1] Batch [18499]:	Speed: 319.544214 samples/sec	top1-err=0.783766	top5-err=0.558956	train_loss=4675782.241257
Epoch[1] Batch [18549]:	Speed: 319.377981 samples/sec	top1-err=0.783690	top5-err=0.558857	train_loss=4687716.916000
Epoch[1] Batch [18599]:	Speed: 319.570942 samples/sec	top1-err=0.783615	top5-err=0.558758	train_loss=4699764.369339
Epoch[1] Batch [18649]:	Speed: 320.011551 samples/sec	top1-err=0.783500	top5-err=0.558603	train_loss=4711509.902420
Epoch[1] Batch [18699]:	Speed: 318.895238 samples/sec	top1-err=0.783398	top5-err=0.558459	train_loss=4723312.623764
Epoch[1] Batch [18749]:	Speed: 320.384097 samples/sec	top1-err=0.783327	top5-err=0.558326	train_loss=4735245.250122
Epoch[1] Batch [18799]:	Speed: 319.564444 samples/sec	top1-err=0.783245	top5-err=0.558199	train_loss=4747113.305466
Epoch[1] Batch [18849]:	Speed: 319.263486 samples/sec	top1-err=0.783152	top5-err=0.558081	train_loss=4759078.092026
Epoch[1] Batch [18899]:	Speed: 319.467524 samples/sec	top1-err=0.783038	top5-err=0.557954	train_loss=4770952.064514
Epoch[1] Batch [18949]:	Speed: 320.464701 samples/sec	top1-err=0.782939	top5-err=0.557835	train_loss=4782849.242081
Epoch[1] Batch [18999]:	Speed: 320.120071 samples/sec	top1-err=0.782869	top5-err=0.557693	train_loss=4794580.540176
Epoch[1] Batch [19049]:	Speed: 320.097358 samples/sec	top1-err=0.782811	top5-err=0.557607	train_loss=4806589.922546
Epoch[1] Batch [19099]:	Speed: 320.526775 samples/sec	top1-err=0.782712	top5-err=0.557483	train_loss=4818322.735031
Epoch[1] Batch [19149]:	Speed: 319.598991 samples/sec	top1-err=0.782616	top5-err=0.557395	train_loss=4830248.656281
Epoch[1] Batch [19199]:	Speed: 319.341256 samples/sec	top1-err=0.782518	top5-err=0.557279	train_loss=4842048.556412
Epoch[1] Batch [19249]:	Speed: 319.968906 samples/sec	top1-err=0.782458	top5-err=0.557179	train_loss=4854077.383881
Epoch[1] Batch [19299]:	Speed: 319.721510 samples/sec	top1-err=0.782379	top5-err=0.557008	train_loss=4865734.887070
Epoch[1] Batch [19349]:	Speed: 319.827051 samples/sec	top1-err=0.782282	top5-err=0.556906	train_loss=4877615.124130
Epoch[1] Batch [19399]:	Speed: 319.449701 samples/sec	top1-err=0.782183	top5-err=0.556764	train_loss=4889438.452347
Epoch[1] Batch [19449]:	Speed: 320.170860 samples/sec	top1-err=0.782095	top5-err=0.556665	train_loss=4901298.343491
Epoch[1] Batch [19499]:	Speed: 319.460962 samples/sec	top1-err=0.782037	top5-err=0.556542	train_loss=4913149.777802
Epoch[1] Batch [19549]:	Speed: 319.867014 samples/sec	top1-err=0.781981	top5-err=0.556444	train_loss=4925152.389206
Epoch[1] Batch [19599]:	Speed: 294.406825 samples/sec	top1-err=0.781911	top5-err=0.556326	train_loss=4937070.668564
Epoch[1] Batch [19649]:	Speed: 320.098991 samples/sec	top1-err=0.781788	top5-err=0.556187	train_loss=4948806.476196
Epoch[1] Batch [19699]:	Speed: 320.060970 samples/sec	top1-err=0.781696	top5-err=0.556085	train_loss=4960807.961395
Epoch[1] Batch [19749]:	Speed: 319.993691 samples/sec	top1-err=0.781610	top5-err=0.555974	train_loss=4972592.727081
Epoch[1] Batch [19799]:	Speed: 320.141764 samples/sec	top1-err=0.781520	top5-err=0.555870	train_loss=4984557.717819
Epoch[1] Batch [19849]:	Speed: 319.787944 samples/sec	top1-err=0.781425	top5-err=0.555720	train_loss=4996201.065933
Epoch[1] Batch [19899]:	Speed: 320.086212 samples/sec	top1-err=0.781316	top5-err=0.555579	train_loss=5007830.193497
Epoch[1] Batch [19949]:	Speed: 319.977937 samples/sec	top1-err=0.781207	top5-err=0.555456	train_loss=5019616.549973
Epoch[1] Batch [19999]:	Speed: 320.026087 samples/sec	top1-err=0.781118	top5-err=0.555371	train_loss=5031624.346069
[Epoch 1] train_top5=0.444668 train_top1=0.218912 val_top5=0.550136 val_top1=0.289153 loss=5035925.967682 time: 4106.080804
Epoch[2] Batch [49]:	Speed: 316.126517 samples/sec	top1-err=0.740625	top5-err=0.498437	train_loss=11760.492279
Epoch[2] Batch [99]:	Speed: 319.401216 samples/sec	top1-err=0.749219	top5-err=0.503750	train_loss=23731.016815
Epoch[2] Batch [149]:	Speed: 320.065138 samples/sec	top1-err=0.746667	top5-err=0.502292	train_loss=35483.919617
Epoch[2] Batch [199]:	Speed: 319.500019 samples/sec	top1-err=0.744219	top5-err=0.501328	train_loss=47194.787857
